Sample,Rollercount,RollerGap,Waterflow,Airpressure,BrightLine,
1694,278,1.689,48.5,0.104,8,
1695,280,1.689,48.5,0.104,9,
1696,270,1.681,48.5,0.104,6,
1697,200,1.682,48.3,0.104,0,
1698,203,1.682,48.3,0.104,0,
1699,277,1.683,48.3,0.104,8,
1700,271,1.683,48.3,0.104,6,
1701,271,1.683,48.3,0.104,7,
1702,275,1.685,48.3,0.104,8,
1703,274,1.685,48.3,0.104,8,
1704,278,1.686,48.3,0.104,8,
1705,263,1.689,48.3,0.104,6,
1706,258,1.688,48.3,0.104,5,
1707,262,1.685,48.3,0.104,5,
1708,265,1.688,48.3,0.104,5,
1709,268,1.688,48.3,0.104,5,
1710,253,1.701,48.3,0.104,1,
1711,266,1.703,48.3,0.104,3,
1712,253,1.687,48.3,0.104,2,
1713,269,1.687,48.3,0.104,5,
1714,268,1.687,48.3,0.104,5,
1715,250,1.687,48.3,0.104,2,
1716,247,1.686,48.3,0.104,0,
1717,248,1.686,48.3,0.104,2,
1718,247,1.686,48.3,0.104,0,
1719,257,1.688,48.3,0.104,5,
1720,248,1.688,48.3,0.104,1,
1721,256,1.688,48.3,0.104,3,
1722,253,1.696,48.3,0.104,1,
1723,253,1.696,48.3,0.104,1,
1724,241,1.681,48.3,0.104,0,
1725,245,1.678,48.3,0.104,1,
1726,240,1.68,48.3,0.104,0,
1727,241,1.691,48.3,0.104,0,
1728,252,1.69,48.3,0.104,1,
1729,251,1.691,48.3,0.104,3,
1730,251,1.692,48.3,0.104,3,
1731,237,1.69,48.3,0.104,0,
1732,238,1.696,48.3,0.104,0,
1733,246,1.699,48.3,0.104,0,
1734,229,1.701,48.3,0.104,0,
1735,230,1.664,48.3,0.104,1,
1736,244,1.664,48.3,0.104,2,
1737,232,1.664,48.3,0.104,2,
1738,242,1.664,48.3,0.104,2,
1739,224,1.664,48.3,0.104,1,
1740,227,1.664,48.3,0.104,1,
1741,230,1.688,48.3,0.104,0,
1742,231,1.688,48.3,0.104,0,
1743,230,1.688,48.3,0.104,0,
1744,226,1.687,48.3,0.104,0,
1745,222,1.687,48.3,0.104,0,
1746,225,1.678,48.3,0.104,0,
1747,222,1.664,48.3,0.104,1,
1748,232,1.663,48.3,0.104,1,
1749,230,1.7,48.3,0.104,0,
1750,219,1.7,48.3,0.104,0,
1751,224,1.687,48.3,0.104,0,
1752,216,1.683,48.3,0.104,0,
1753,212,1.683,48.3,0.104,0,
1754,217,1.684,48.3,0.104,0,
1755,222,1.688,48.3,0.104,0,
1756,220,1.699,48.3,0.104,0,
1757,211,1.688,48.3,0.104,0,
1758,205,1.678,48.3,0.104,0,
1759,214,1.678,48.3,0.104,0,
1760,207,1.679,48.3,0.104,0,
1761,213,1.678,48.3,0.104,0,
1762,212,1.679,48.3,0.104,0,
1763,217,1.678,48.3,0.104,0,
1764,205,1.678,48.3,0.104,0,
1765,213,1.677,48.3,0.104,0,
1766,201,1.677,48.3,0.104,0,
1767,203,1.677,48.3,0.104,0,
1768,213,1.678,48.3,0.104,0,
1769,200,1.686,48.3,0.104,0,
1770,211,1.68,48.3,0.104,0,
1771,208,1.681,48.3,0.104,0,
1772,203,1.681,48.3,0.104,0,
1773,200,1.678,48.3,0.104,0,
1774,202,1.678,48.3,0.104,0,
1775,278,1.678,48.3,0.104,8,
1776,200,1.678,48.3,0.104,0,
1777,204,1.7,48.3,0.104,0,
1778,269,1.691,48.3,0.104,6,
1779,267,1.692,48.3,0.104,4,
1780,266,1.691,48.3,0.104,4,
1781,267,1.688,48.3,0.104,6,
1782,264,1.687,48.3,0.104,3,
1783,271,1.682,48.3,0.104,7,
1784,271,1.678,48.3,0.104,8,
1785,262,1.678,48.3,0.104,6,
1786,266,1.677,48.3,0.104,7,
1787,260,1.678,48.3,0.104,5,
1788,261,1.679,48.3,0.104,5,
1789,259,1.679,48.3,0.104,5,
1790,256,1.681,48.3,0.104,4,
1791,265,1.68,48.3,0.104,6,
1792,271,1.678,48.3,0.104,8,
1793,264,1.678,48.3,0.104,6,
1794,252,1.683,48.3,0.104,3,
1795,252,1.677,48.3,0.104,3,
1796,255,1.681,48.3,0.104,4,
1797,263,1.678,48.3,0.104,6,
1798,260,1.678,48.3,0.104,5,
1799,262,1.678,48.3,0.104,6,
1800,257,1.678,48.3,0.104,5,
1801,253,1.679,48.3,0.104,3,
1802,250,1.679,48.3,0.104,2,
1803,255,1.69,48.3,0.104,3,
1804,249,1.679,48.3,0.104,2,
1805,253,1.685,48.3,0.104,3,
1806,239,1.683,48.3,0.104,0,
1807,242,1.688,48.3,0.104,0,
1808,239,1.691,48.3,0.104,0,
1809,247,1.681,48.3,0.104,1,
1810,235,1.68,48.3,0.104,0,
1811,237,1.68,48.3,0.104,0,
1812,232,1.687,48.3,0.104,0,
1813,237,1.679,48.3,0.104,0,
1814,237,1.679,48.3,0.104,0,
1815,247,1.688,48.3,0.104,0,
1816,230,1.69,48.3,0.104,0,
1817,232,1.693,48.3,0.104,0,
1818,241,1.676,48.3,0.104,1,
1819,228,1.678,48.3,0.104,0,
1820,224,1.682,48.3,0.104,0,
1821,232,1.678,48.3,0.104,0,
1822,227,1.678,48.3,0.104,0,
1823,222,1.678,48.3,0.104,0,
1824,238,1.678,48.3,0.104,0,
1825,234,1.671,48.3,0.104,1,
1826,224,1.671,48.3,0.104,0,
1827,224,1.681,48.3,0.104,0,
1828,217,1.682,48.3,0.104,0,
1829,225,1.683,48.3,0.104,0,
1830,219,1.681,48.3,0.104,0,
1831,232,1.678,48.3,0.104,0,
1832,223,1.68,48.3,0.104,0,
1833,212,1.679,48.3,0.104,0,
1834,226,1.679,48.3,0.104,0,
1835,221,1.679,48.3,0.104,0,
1836,219,1.68,48.3,0.104,0,
1837,215,1.679,48.3,0.104,0,
1838,218,1.679,48.3,0.104,0,
1839,209,1.679,48.3,0.104,0,
1840,220,1.678,48.3,0.104,0,
1841,208,1.681,48.3,0.104,0,
1842,221,1.682,48.3,0.104,0,
1843,217,1.675,48.3,0.104,0,
1844,216,1.678,48.3,0.104,0,
1845,204,1.675,48.3,0.104,0,
1846,213,1.679,48.3,0.104,0,
1847,216,1.676,48.3,0.104,0,
1848,209,1.675,48.3,0.104,0,
1849,279,1.678,48.3,0.104,10,
1850,206,1.679,48.3,0.104,0,
1851,205,1.693,48.3,0.104,0,
1852,205,1.688,48.3,0.104,0,
1853,205,1.688,48.3,0.104,0,
1854,274,1.682,48.3,0.104,8,
1855,207,1.681,48.3,0.104,0,
1856,204,1.678,48.3,0.104,0,
1857,276,1.678,48.3,0.104,8,
1858,205,1.678,48.3,0.104,0,
1859,272,1.68,48.3,0.104,6,
1860,265,1.68,48.3,0.104,6,
1861,268,1.683,48.3,0.104,6,
1862,275,1.69,48.3,0.104,7,
1863,266,1.69,48.3,0.104,3,
1864,272,1.678,48.3,0.104,7,
1865,266,1.679,48.3,0.104,6,
1866,262,1.679,48.3,0.104,6,
1867,272,1.679,48.3,0.104,7,
1868,272,1.678,48.3,0.104,8,
1869,256,1.679,48.3,0.104,5,
1870,272,1.679,48.3,0.104,7,
1871,272,1.681,48.3,0.104,8,
1872,265,1.678,48.3,0.104,6,
1873,264,1.674,48.3,0.104,6,
1874,252,1.679,48.3,0.104,2,
1875,251,1.679,48.3,0.104,2,
1876,259,1.678,48.3,0.104,5,
1877,248,1.678,48.3,0.104,2,
1878,249,1.688,48.3,0.104,1,
1879,247,1.693,48.3,0.104,0,
1880,254,1.679,48.3,0.104,4,
1881,246,1.683,48.3,0.104,1,
1882,244,1.678,48.3,0.104,1,
1883,248,1.679,48.3,0.104,2,
1884,246,1.679,48.3,0.104,1,
1885,248,1.679,48.3,0.104,2,
1886,250,1.679,48.3,0.104,2,
1887,239,1.679,48.3,0.104,0,
1888,238,1.68,48.3,0.104,0,
1889,242,1.68,48.3,0.104,0,
1890,242,1.679,48.3,0.104,1,
1891,252,1.679,48.3,0.104,3,
1892,237,1.679,48.3,0.104,0,
1893,242,1.679,48.3,0.104,0,
1894,237,1.679,48.3,0.104,0,
1895,242,1.678,48.3,0.104,1,
1896,242,1.68,48.3,0.104,0,
1897,243,1.679,48.3,0.104,1,
1898,236,1.679,48.3,0.104,0,
1899,243,1.679,48.3,0.104,0,
1900,229,1.678,48.3,0.104,0,
1901,224,1.678,48.3,0.104,0,
1902,227,1.678,48.3,0.104,0,
1903,223,1.678,48.3,0.104,0,
1904,239,1.678,48.3,0.104,0,
1905,237,1.679,48.3,0.104,0,
1906,219,1.679,48.3,0.104,0,
1907,227,1.679,48.3,0.104,0,
1908,229,1.679,48.3,0.104,0,
1909,226,1.679,48.3,0.104,0,
1910,227,1.678,48.3,0.104,0,
1911,231,1.678,48.3,0.104,0,
1912,232,1.678,48.3,0.104,0,
1913,228,1.679,48.3,0.104,0,
1914,229,1.679,48.3,0.104,0,
1915,217,1.679,48.3,0.104,0,
1916,221,1.679,48.3,0.104,0,
1917,222,1.678,48.3,0.104,0,
1918,208,1.679,48.3,0.104,0,
1919,224,1.679,48.3,0.104,0,
1920,222,1.679,48.3,0.104,0,
1921,217,1.679,48.3,0.104,0,
1922,221,1.678,48.3,0.104,0,
1923,208,1.678,48.3,0.104,0,
1924,216,1.678,48.3,0.104,0,
1925,203,1.678,48.3,0.104,0,
1926,211,1.678,48.3,0.104,0,
1927,201,1.678,48.3,0.104,0,
1928,204,1.678,48.3,0.104,0,
1929,210,1.678,48.3,0.104,0,
1930,210,1.678,48.3,0.104,0,
1931,202,1.678,48.3,0.104,0,
1932,206,1.678,48.3,0.104,0,
1933,280,1.678,48.3,0.104,12,
1934,276,1.678,48.3,0.104,9,
1935,206,1.678,48.3,0.104,0,
1936,271,1.678,48.3,0.104,7,
1937,276,1.678,48.3,0.104,9,
1938,275,1.679,48.3,0.104,8,
1939,201,1.678,48.3,0.104,0,
1940,203,1.678,48.3,0.104,0,
1941,202,1.678,48.3,0.104,0,
1942,277,1.679,48.3,0.104,7,
1943,264,1.679,48.3,0.104,6,
1944,270,1.679,48.3,0.104,7,
1945,262,1.678,48.3,0.104,6,
1946,273,1.678,48.3,0.104,8,
1947,261,1.678,48.3,0.104,6,
1948,273,1.678,48.3,0.104,8,
1949,269,1.678,48.3,0.104,7,
1950,263,1.683,48.3,0.104,5,
1951,257,1.685,48.3,0.104,5,
1952,266,1.701,48.3,0.104,3,
1953,272,1.699,48.3,0.104,6,
1954,255,1.679,48.3,0.104,5,
1955,257,1.678,48.3,0.104,5,
1956,264,1.679,48.3,0.104,6,
1957,258,1.679,48.3,0.104,5,
1958,256,1.678,48.3,0.104,5,
1959,247,1.679,48.3,0.104,1,
1960,249,1.679,48.3,0.104,2,
1961,252,1.679,48.3,0.104,3,
1962,255,1.679,48.3,0.104,4,
1963,252,1.689,48.3,0.104,2,
1964,254,1.678,48.3,0.104,4,
1965,258,1.678,48.3,0.104,5,
1966,258,1.698,48.3,0.104,2,
1967,254,1.679,48.3,0.104,4,
1968,251,1.679,48.3,0.104,2,
1969,251,1.679,48.3,0.104,3,
1970,245,1.678,48.3,0.104,1,
1971,236,1.679,48.3,0.104,0,
1972,235,1.679,48.3,0.104,0,
1973,234,1.679,48.3,0.104,0,
1974,238,1.679,48.3,0.104,0,
1975,237,1.679,48.3,0.104,0,
1976,231,1.679,48.3,0.104,0,
1977,246,1.679,48.3,0.104,1,
1978,244,1.679,48.3,0.104,1,
1979,237,1.68,48.3,0.104,0,
1980,233,1.68,48.3,0.104,0,
1981,234,1.679,48.3,0.104,0,
1982,242,1.679,48.3,0.104,0,
1983,241,1.681,48.3,0.104,0,
1984,230,1.679,48.3,0.104,0,
1985,231,1.679,48.3,0.104,0,
1986,237,1.682,48.3,0.104,0,
1987,235,1.682,48.3,0.104,0,
1988,229,1.682,48.3,0.104,0,
1989,218,1.682,48.3,0.102,0,
1990,228,1.679,48.3,0.102,0,
1991,226,1.679,48.3,0.102,0,
1992,222,1.682,48.3,0.102,0,
1993,224,1.682,48.3,0.102,0,
1994,213,1.679,48.3,0.102,0,
1995,212,1.679,48.3,0.102,0,
1996,227,1.682,48.3,0.102,0,
1997,225,1.683,48.3,0.102,0,
1998,211,1.683,48.3,0.102,0,
1999,226,1.679,48.3,0.102,0,
2000,215,1.679,48.3,0.102,0,
2001,215,1.679,48.3,0.102,0,
2002,206,1.685,48.3,0.102,0,
2003,219,1.685,48.3,0.102,0,
2004,211,1.679,48.3,0.102,0,
2005,210,1.686,48.3,0.102,0,
2006,206,1.679,48.3,0.102,0,
2007,203,1.687,48.3,0.102,0,
2008,279,1.687,48.3,0.102,9,
2009,207,1.678,48.3,0.102,0,
2010,280,1.688,48.3,0.102,9,
2011,200,1.688,48.3,0.102,0,
2012,206,1.688,48.3,0.102,0,
2013,202,1.689,48.3,0.102,0,
2014,203,1.688,48.3,0.102,0,
2015,279,1.688,48.3,0.102,7,
2016,202,1.689,48.3,0.102,0,
2017,274,1.689,48.3,0.102,8,
2018,275,1.683,48.3,0.102,8,
2019,269,1.684,48.3,0.102,6,
2020,270,1.678,48.3,0.102,6,
2021,273,1.678,48.3,0.102,9,
2022,274,1.678,48.3,0.102,9,
2023,279,1.678,48.3,0.102,10,
2024,267,1.678,48.3,0.102,6,
2025,269,1.677,48.3,0.102,6,
2026,266,1.677,48.3,0.102,6,
2027,267,1.678,48.3,0.102,6,
2028,266,1.678,48.3,0.102,6,
2029,274,1.679,48.3,0.102,8,
2030,273,1.684,48.3,0.102,9,
2031,275,1.683,48.3,0.102,9,
2032,257,1.683,48.3,0.102,4,
2033,272,1.679,48.3,0.102,7,
2034,258,1.679,48.3,0.102,5,
2035,267,1.685,48.3,0.102,6,
2036,263,1.686,48.3,0.102,6,
2037,263,1.698,48.3,0.102,4,
2038,261,1.698,48.3,0.102,5,
2039,255,1.698,48.3,0.102,1,
2040,266,1.678,48.3,0.102,7,
2041,254,1.678,48.3,0.102,4,
2042,262,1.7,48.3,0.102,2,
2043,263,1.7,48.3,0.102,3,
2044,244,1.7,48.3,0.102,0,
2045,260,1.679,48.3,0.102,5,
2046,247,1.679,48.3,0.102,0,
2047,253,1.679,48.3,0.102,2,
2048,255,1.679,48.3,0.102,5,
2049,239,1.679,48.3,0.102,0,
2050,252,1.68,48.3,0.102,3,
2051,241,1.679,48.3,0.102,1,
2052,237,1.688,48.3,0.102,0,
2053,247,1.687,48.3,0.102,0,
2054,250,1.699,48.3,0.102,1,
2055,249,1.689,48.3,0.102,1,
2056,236,1.691,48.3,0.102,0,
2057,233,1.691,48.3,0.102,0,
2058,242,1.692,48.3,0.102,0,
2059,241,1.692,48.3,0.102,0,
2060,227,1.692,48.3,0.102,0,
2061,239,1.693,48.3,0.102,0,
2062,234,1.693,48.3,0.102,0,
2063,243,1.693,48.3,0.102,0,
2064,237,1.694,48.3,0.102,0,
2065,241,1.694,48.3,0.102,0,
2066,237,1.679,48.3,0.102,0,
2067,234,1.679,48.3,0.102,0,
2068,234,1.68,48.3,0.102,0,
2069,233,1.68,48.3,0.102,0,
2070,228,1.678,48.3,0.102,0,
2071,220,1.679,48.3,0.102,0,
2072,220,1.679,48.3,0.102,0,
2073,215,1.676,48.3,0.102,0,
2074,219,1.677,48.3,0.102,0,
2075,222,1.677,48.3,0.102,0,
2076,220,1.678,48.3,0.102,0,
2077,217,1.681,48.3,0.102,0,
2078,209,1.689,48.3,0.102,0,
2079,217,1.688,48.3,0.102,0,
2080,216,1.686,48.3,0.102,0,
2081,221,1.689,48.3,0.102,0,
2082,214,1.689,48.3,0.102,0,
2083,208,1.69,48.3,0.102,0,
2084,222,1.691,48.3,0.102,0,
2085,210,1.691,48.3,0.102,0,
2086,210,1.683,48.3,0.102,0,
2087,206,1.683,48.3,0.102,0,
2088,212,1.683,48.3,0.102,0,
2089,207,1.679,48.3,0.102,0,
2090,203,1.68,48.3,0.102,0,
2091,213,1.691,48.3,0.102,0,
2092,201,1.678,48.3,0.102,0,
2093,209,1.679,48.3,0.102,0,
2094,210,1.679,48.3,0.102,0,
2095,276,1.671,48.3,0.102,10,
2096,210,1.681,48.3,0.102,0,
2097,202,1.62,48.3,0.102,1,
2098,280,1.68,48.3,0.102,12,
2099,206,1.68,48.3,0.102,0,
2100,269,1.681,48.3,0.102,7,
2101,274,1.681,48.3,0.102,7,
2102,201,1.682,48.3,0.102,0,
2103,272,1.682,48.3,0.102,6,
2104,264,1.684,48.3,0.102,6,
2105,276,1.684,48.3,0.102,8,
2106,278,1.684,48.3,0.102,8,
2107,271,1.684,48.3,0.102,6,
2108,278,1.684,48.3,0.102,8,
2109,262,1.685,48.3,0.102,5,
2110,264,1.685,48.3,0.102,5,
2111,259,1.686,48.3,0.102,5,
2112,274,1.686,48.3,0.102,8,
2113,273,1.688,48.3,0.102,8,
2114,256,1.688,48.3,0.102,3,
2115,259,1.688,48.3,0.102,5,
2116,255,1.69,48.3,0.102,3,
2117,260,1.69,48.3,0.102,3,
2118,263,1.69,48.3,0.102,6,
2119,266,1.691,48.3,0.102,3,
2120,264,1.692,48.3,0.102,3,
2121,252,1.692,48.3,0.102,1,
2122,259,1.692,48.3,0.102,3,
2123,251,1.688,48.3,0.102,2,
2124,255,1.688,48.3,0.102,4,
2125,260,1.687,48.3,0.102,5,
2126,254,1.687,48.3,0.102,4,
2127,257,1.687,48.3,0.102,5,
2128,254,1.687,48.3,0.102,4,
2129,252,1.687,48.3,0.102,2,
2130,257,1.687,48.3,0.102,4,
2131,238,1.689,48.3,0.102,0,
2132,247,1.687,48.3,0.102,0,
2133,247,1.688,48.3,0.102,0,
2134,242,1.688,48.3,0.102,0,
2135,238,1.672,48.3,0.102,1,
2136,241,1.677,48.3,0.102,0,
2137,241,1.679,48.3,0.102,0,
2138,240,1.679,48.3,0.102,0,
2139,235,1.683,48.3,0.102,0,
2140,229,1.683,48.3,0.102,0,
2141,243,1.679,48.3,0.102,0,
2142,230,1.679,48.3,0.102,0,
2143,226,1.679,48.3,0.102,0,
2144,225,1.679,48.3,0.102,0,
2145,242,1.679,48.3,0.102,0,
2146,241,1.679,48.3,0.102,1,
2147,233,1.679,48.3,0.102,0,
2148,230,1.679,48.3,0.102,0,
2149,222,1.679,48.3,0.102,0,
2150,232,1.679,48.3,0.102,0,
2151,217,1.679,48.3,0.102,0,
2152,226,1.679,48.3,0.102,0,
2153,218,1.678,48.3,0.102,0,
2154,217,1.677,48.3,0.102,0,
2155,226,1.688,48.3,0.102,0,
2156,223,1.687,48.3,0.102,0,
2157,213,1.687,48.3,0.102,0,
2158,220,1.685,48.3,0.102,0,
2159,221,1.7,48.3,0.102,0,
2160,223,1.693,48.3,0.102,0,
2161,212,1.599,48.3,0.102,2,
2162,221,1.609,48.3,0.102,2,
2163,214,1.59,48.3,0.102,3,
2164,216,1.679,48.3,0.102,0,
2165,206,1.679,48.3,0.102,0,
2166,216,1.692,48.3,0.102,0,
2167,202,1.692,48.3,0.102,0,
2168,200,1.68,48.3,0.102,0,
2169,203,1.681,48.3,0.102,0,
2170,217,1.682,48.3,0.102,0,
2171,200,1.683,48.3,0.102,0,
2172,211,1.675,48.3,0.102,0,
2173,202,1.676,48.3,0.102,0,
2174,200,1.679,48.3,0.102,0,
2175,278,1.68,48.3,0.102,8,
2176,275,1.681,48.3,0.102,9,
2177,278,1.693,48.3,0.102,7,
2178,275,1.693,48.3,0.102,7,
2179,205,1.677,48.3,0.102,0,
2180,278,1.687,48.3,0.102,7,
2181,202,1.687,48.3,0.102,0,
2182,204,1.689,48.3,0.102,0,
2183,270,1.589,48.3,0.102,8,
2184,270,1.589,48.3,0.102,7,
2185,267,1.683,48.3,0.102,6,
2186,272,1.683,48.3,0.102,7,
2187,274,1.697,48.3,0.102,7,
2188,278,1.564,48.3,0.102,10,
2189,278,1.564,48.3,0.102,9,
2190,274,1.539,48.3,0.102,10,
2191,266,1.539,48.3,0.102,9,
2192,265,1.677,48.3,0.102,7,
2193,275,1.678,48.3,0.102,9,
2194,268,1.679,48.3,0.102,6,
2195,262,1.679,48.3,0.102,5,
2196,255,1.679,48.3,0.102,4,
2197,267,1.679,48.3,0.102,6,
2198,262,1.678,48.3,0.102,5,
2199,268,1.678,48.3,0.102,6,
2200,249,1.682,48.3,0.102,1,
2201,249,1.682,48.6,0.102,1,
2202,261,1.682,48.6,0.102,5,
2203,246,1.647,48.6,0.102,2,
2204,251,1.659,48.6,0.102,3,
2205,262,1.692,48.6,0.102,3,
2206,251,1.69,48.6,0.102,2,
2207,242,1.693,48.6,0.102,0,
2208,254,1.683,48.6,0.102,4,
2209,248,1.683,48.6,0.102,2,
2210,250,1.682,48.6,0.102,3,
2211,242,1.688,48.6,0.102,0,
2212,239,1.683,48.6,0.102,0,
2213,239,1.689,48.6,0.102,0,
2214,245,1.681,48.6,0.102,1,
2215,236,1.681,48.6,0.102,0,
2216,235,1.681,48.6,0.102,0,
2217,251,1.678,48.6,0.102,3,
2218,246,1.68,48.6,0.102,1,
2219,235,1.659,48.6,0.102,2,
2220,232,1.683,48.6,0.102,0,
2221,231,1.692,48.6,0.102,0,
2222,234,1.693,48.6,0.102,0,
2223,240,1.684,48.6,0.102,0,
2224,235,1.683,48.6,0.102,0,
2225,237,1.683,48.6,0.102,0,
2226,236,1.683,48.6,0.102,0,
2227,234,1.683,48.6,0.102,0,
2228,227,1.683,48.6,0.102,0,
2229,237,1.683,48.6,0.102,0,
2230,233,1.688,48.6,0.102,0,
2231,218,1.688,48.6,0.102,0,
2232,225,1.699,48.6,0.102,0,
2233,233,1.699,48.6,0.102,0,
2234,224,1.699,48.6,0.102,0,
2235,224,1.699,48.6,0.102,0,
2236,228,1.689,48.6,0.102,0,
2237,225,1.69,48.6,0.102,0,
2238,213,1.693,48.6,0.102,0,
2239,218,1.701,48.6,0.102,0,
2240,218,1.688,48.6,0.102,0,
2241,223,1.703,48.6,0.102,0,
2242,217,1.687,48.6,0.102,0,
2243,224,1.689,48.6,0.102,0,
2244,221,1.687,48.6,0.102,0,
2245,213,1.687,48.6,0.102,0,
2246,221,1.688,48.6,0.102,0,
2247,215,1.688,48.6,0.102,0,
2248,213,1.679,48.6,0.102,0,
2249,202,1.679,48.6,0.102,0,
2250,215,1.671,48.6,0.102,1,
2251,202,1.679,48.6,0.102,0,
2252,215,1.679,48.6,0.102,0,
2253,201,1.679,48.6,0.102,0,
2254,278,1.679,48.6,0.102,8,
2255,209,1.675,48.6,0.102,0,
2256,278,1.678,48.6,0.102,9,
2257,279,1.678,48.6,0.102,8,
2258,202,1.679,48.6,0.102,0,
2259,276,1.682,48.6,0.102,7,
2260,206,1.68,48.6,0.102,0,
2261,277,1.68,48.6,0.102,8,
2262,271,1.68,48.6,0.102,8,
2263,276,1.68,48.6,0.102,8,
2264,280,1.68,48.6,0.102,11,
2265,203,1.682,48.6,0.102,0,
2266,279,1.669,48.6,0.102,9,
2267,270,1.679,48.6,0.102,7,
2268,280,1.679,48.6,0.102,11,
2269,274,1.678,48.6,0.102,8,
2270,262,1.669,48.6,0.102,6,
2271,260,1.683,48.6,0.102,5,
2272,265,1.683,48.6,0.102,6,
2273,265,1.683,48.6,0.102,7,
2274,268,1.684,48.6,0.102,7,
2275,270,1.683,48.6,0.102,6,
2276,263,1.689,48.6,0.102,5,
2277,268,1.688,48.6,0.102,6,
2278,256,1.7,48.6,0.102,2,
2279,261,1.688,48.6,0.102,6,
2280,269,1.688,48.6,0.102,5,
2281,253,1.688,48.6,0.102,2,
2282,252,1.689,48.6,0.102,1,
2283,252,1.703,48.6,0.102,1,
2284,249,1.699,48.6,0.102,0,
2285,262,1.678,48.6,0.102,6,
2286,254,1.678,48.6,0.102,4,
2287,261,1.688,48.6,0.102,5,
2288,259,1.678,48.6,0.102,5,
2289,259,1.678,48.6,0.102,5,
2290,249,1.67,48.6,0.102,2,
2291,246,1.679,48.6,0.102,1,
2292,254,1.67,48.6,0.102,4,
2293,251,1.678,48.6,0.102,2,
2294,243,1.67,48.6,0.102,2,
2295,241,1.671,48.6,0.102,1,
2296,253,1.678,48.6,0.102,3,
2297,237,1.677,48.6,0.102,0,
2298,244,1.699,48.6,0.102,0,
2299,248,1.7,48.6,0.102,0,
2300,240,1.704,48.6,0.102,0,
2301,233,1.69,48.6,0.102,0,
2302,239,1.691,48.6,0.102,0,
2303,235,1.691,48.6,0.102,0,
2304,245,1.7,48.6,0.102,0,
2305,244,1.7,48.6,0.102,0,
2306,229,1.701,48.6,0.102,0,
2307,229,1.696,48.6,0.102,0,
2308,235,1.704,48.6,0.102,0,
2309,223,1.704,48.6,0.102,0,
2310,230,1.705,48.6,0.102,0,
2311,230,1.688,48.6,0.102,0,
2312,219,1.7,48.6,0.102,0,
2313,221,1.702,48.6,0.102,0,
2314,234,1.704,48.6,0.102,0,
2315,230,1.659,48.6,0.102,2,
2316,227,1.658,48.6,0.102,2,
2317,230,1.658,48.6,0.102,2,
2318,220,1.658,48.6,0.102,2,
2319,218,1.648,48.6,0.102,2,
2320,219,1.688,48.6,0.102,0,
2321,225,1.688,48.6,0.102,0,
2322,212,1.688,48.6,0.102,0,
2323,223,1.686,48.6,0.102,0,
2324,220,1.668,48.6,0.102,1,
2325,214,1.679,48.6,0.102,0,
2326,204,1.679,48.6,0.102,0,
2327,217,1.695,48.6,0.102,0,
2328,212,1.695,48.6,0.102,0,
2329,206,1.681,48.6,0.102,0,
2330,219,1.701,48.6,0.102,0,
2331,216,1.681,48.6,0.102,0,
2332,214,1.682,48.6,0.102,0,
2333,206,1.677,48.6,0.102,0,
2334,279,1.669,48.6,0.102,10,
2335,207,1.667,48.6,0.102,0,
2336,211,1.685,48.6,0.102,0,
2337,211,1.691,48.6,0.102,0,
2338,276,1.678,48.6,0.102,8,
2339,275,1.68,48.6,0.102,9,
2340,271,1.675,48.6,0.102,9,
2341,201,1.674,48.6,0.102,1,
2342,277,1.678,48.6,0.102,8,
2343,275,1.678,48.6,0.102,8,
2344,202,1.678,48.6,0.102,0,
2345,274,1.668,48.6,0.102,9,
2346,268,1.668,48.6,0.102,7,
2347,271,1.68,48.6,0.102,8,
2348,276,1.68,48.6,0.102,8,
2349,280,1.679,48.6,0.102,10,
2350,271,1.679,48.6,0.102,7,
2351,276,1.704,48.6,0.102,6,
2352,278,1.7,48.6,0.102,6,
2353,266,1.7,48.6,0.102,3,
2354,260,1.688,48.6,0.102,3,
2355,264,1.67,48.6,0.102,6,
2356,263,1.698,48.6,0.102,3,
2357,262,1.698,48.6,0.102,4,
2358,266,1.699,48.6,0.102,4,
2359,262,1.699,48.6,0.102,3,
2360,251,1.655,48.6,0.102,3,
2361,250,1.655,48.6,0.102,3,
2362,255,1.684,48.6,0.102,4,
2363,250,1.688,48.6,0.102,2,
2364,261,1.681,48.6,0.102,6,
2365,260,1.67,48.6,0.102,5,
2366,247,1.67,48.6,0.102,0,
2367,255,1.67,48.6,0.102,5,
2368,247,1.698,48.6,0.102,0,
2369,260,1.693,48.6,0.102,3,
2370,249,1.695,48.6,0.102,0,
2371,252,1.698,48.6,0.102,1,
2372,258,1.681,48.6,0.102,5,
2373,241,1.699,48.6,0.102,0,
2374,237,1.681,48.6,0.102,0,
2375,238,1.681,48.6,0.102,0,
2376,245,1.682,48.6,0.102,1,
2377,250,1.681,48.6,0.102,2,
2378,239,1.681,48.6,0.102,0,
2379,240,1.668,48.6,0.102,1,
2380,242,1.7,48.6,0.102,0,
2381,234,1.7,48.6,0.102,0,
2382,232,1.701,48.6,0.102,0,
2383,245,1.693,48.6,0.102,0,
2384,235,1.692,48.6,0.102,0,
2385,244,1.692,48.6,0.102,0,
2386,241,1.689,48.6,0.102,0,
2387,241,1.689,48.6,0.102,0,
2388,241,1.689,48.6,0.102,0,
2389,240,1.689,48.6,0.102,0,
2390,239,1.689,48.6,0.102,0,
2391,224,1.689,48.6,0.102,0,
