Sample,Rollercount,RollerGap,Waterflow,Airpressure,BrightLine,
3090,266,1.683,48.4,0.1,5,
3091,265,1.684,48.4,0.1,6,
3092,261,1.681,48.4,0.1,5,
3093,262,1.692,48.4,0.1,4,
3094,255,1.682,48.4,0.1,4,
3095,261,1.69,48.4,0.1,5,
3096,252,1.688,48.4,0.1,2,
3097,243,1.688,48.4,0.1,0,
3098,249,1.683,48.4,0.1,1,
3099,249,1.688,48.4,0.1,1,
3100,240,1.683,48.4,0.1,0,
3101,253,1.688,48.4,0.1,2,
3102,255,1.686,48.4,0.1,4,
3103,255,1.682,48.4,0.1,4,
3104,247,1.682,48.4,0.1,0,
3105,235,1.682,48.4,0.1,0,
3106,246,1.682,48.4,0.1,1,
3107,244,1.698,48.4,0.1,0,
3108,249,1.699,48.4,0.1,0,
3109,232,1.659,48.4,0.1,2,
3110,235,1.659,48.4,0.1,1,
3111,246,1.659,48.4,0.1,2,
3112,241,1.659,48.4,0.1,2,
3113,232,1.701,48.4,0.1,0,
3114,241,1.697,48.4,0.1,0,
3115,226,1.704,48.4,0.1,0,
3116,229,1.702,48.4,0.1,0,
3117,237,1.717,48.4,0.1,0,
3118,225,1.718,48.4,0.1,0,
3119,236,1.704,48.4,0.1,0,
3120,230,1.691,48.4,0.1,0,
3121,231,1.688,48.4,0.1,0,
3122,225,1.691,48.4,0.1,0,
3123,235,1.692,48.4,0.1,0,
3124,218,1.692,48.4,0.1,0,
3125,229,1.692,48.4,0.1,0,
3126,215,1.692,48.4,0.1,0,
3127,232,1.692,48.4,0.1,0,
3128,212,1.692,48.4,0.1,0,
3129,220,1.692,48.4,0.1,0,
3130,217,1.688,48.4,0.1,0,
3131,213,1.689,48.4,0.1,0,
3132,210,1.689,48.4,0.1,0,
3133,222,1.687,48.4,0.1,0,
3134,225,1.687,48.4,0.1,0,
3135,216,1.687,48.4,0.1,0,
3136,215,1.692,48.4,0.1,0,
3137,204,1.688,48.4,0.1,0,
3138,220,1.699,48.4,0.1,0,
3139,217,1.699,48.4,0.1,0,
3140,218,1.688,48.4,0.1,0,
3141,210,1.688,48.4,0.1,0,
3142,204,1.696,48.4,0.1,0,
3143,205,1.696,48.4,0.1,0,
3144,204,1.696,48.4,0.1,0,
3145,203,1.688,48.4,0.1,0,
3146,276,1.699,48.4,0.1,7,
3147,276,1.695,48.4,0.1,7,
3148,274,1.699,48.4,0.1,8,
3149,204,1.688,48.4,0.1,0,
3150,202,1.699,48.4,0.1,0,
3151,206,1.696,48.4,0.1,0,
3152,201,1.699,48.4,0.1,0,
3153,269,1.682,48.4,0.1,7,
3154,278,1.683,48.4,0.1,9,
3155,277,1.683,48.4,0.1,8,
3156,272,1.683,48.4,0.1,7,
3157,268,1.685,48.4,0.1,6,
3158,263,1.691,48.4,0.1,5,
3159,272,1.691,48.4,0.1,7,
3160,279,1.683,48.4,0.1,8,
3161,277,1.684,48.4,0.1,9,
3162,266,1.682,48.4,0.1,6,
3163,274,1.689,48.4,0.1,8,
3164,257,1.693,48.4,0.1,3,
3165,275,1.693,48.4,0.1,6,
3166,268,1.688,48.4,0.1,5,
3167,265,1.688,48.4,0.1,6,
3168,270,1.696,48.4,0.1,6,
3169,258,1.697,48.4,0.1,3,
3170,262,1.69,48.4,0.1,5,
3171,250,1.69,48.4,0.1,2,
3172,264,1.69,48.4,0.1,3,
3173,267,1.69,48.4,0.1,5,
3174,251,1.69,48.4,0.1,2,
3175,258,1.69,48.4,0.1,4,
3176,262,1.69,48.4,0.1,5,
3177,260,1.682,48.4,0.1,4,
3178,251,1.695,48.4,0.1,2,
3179,255,1.681,48.4,0.1,4,
3180,249,1.681,48.4,0.1,2,
3181,244,1.681,48.4,0.1,0,
3182,241,1.696,48.4,0.1,0,
3183,242,1.681,48.4,0.1,0,
3184,246,1.697,48.4,0.1,0,
3185,243,1.696,48.4,0.1,0,
3186,250,1.696,48.4,0.1,1,
3187,242,1.695,48.4,0.1,0,
3188,242,1.696,48.4,0.1,0,
3189,249,1.697,48.4,0.1,0,
3190,234,1.697,48.4,0.1,0,
3191,241,1.681,48.4,0.1,0,
3192,243,1.697,48.4,0.1,0,
3193,231,1.681,48.4,0.1,0,
3194,238,1.692,48.4,0.1,0,
3195,226,1.692,48.4,0.1,0,
3196,228,1.69,48.4,0.1,0,
3197,234,1.681,48.4,0.1,0,
3198,229,1.697,48.4,0.1,0,
3199,236,1.681,48.4,0.1,0,
3200,229,1.679,48.4,0.1,0,
3201,222,1.679,48.4,0.1,0,
3202,236,1.68,48.4,0.1,0,
3203,221,1.679,48.4,0.1,0,
3204,226,1.679,48.4,0.1,0,
3205,217,1.679,48.4,0.1,0,
3206,224,1.679,48.4,0.1,0,
3207,223,1.701,48.4,0.1,0,
3208,215,1.7,48.4,0.1,0,
3209,223,1.698,48.4,0.1,0,
3210,230,1.694,48.4,0.1,0,
3211,221,1.694,48.4,0.1,0,
3212,227,1.693,48.4,0.1,0,
3213,218,1.693,48.4,0.1,0,
3214,219,1.704,48.4,0.1,0,
3215,211,1.715,48.4,0.1,0,
3216,208,1.714,48.4,0.1,0,
3217,206,1.713,48.4,0.1,0,
3218,216,1.703,48.4,0.1,0,
3219,206,1.689,48.4,0.1,0,
3220,205,1.689,48.4,0.1,0,
3221,206,1.687,48.4,0.1,0,
3222,210,1.687,48.4,0.1,0,
3223,279,1.689,48.4,0.1,8,
3224,204,1.692,48.4,0.1,0,
3225,213,1.692,48.4,0.1,0,
3226,280,1.689,48.4,0.1,10,
3227,209,1.689,48.4,0.1,0,
3228,276,1.692,48.4,0.1,8,
3229,211,1.691,48.4,0.1,0,
3230,206,1.689,48.4,0.1,0,
3231,204,1.691,48.4,0.1,0,
3232,208,1.689,48.4,0.1,0,
3233,272,1.689,48.4,0.1,7,
3234,271,1.691,48.4,0.1,7,
3235,268,1.689,48.4,0.1,4,
3236,272,1.69,48.4,0.1,7,
3237,279,1.689,48.4,0.1,8,
3238,273,1.69,48.4,0.1,9,
3239,266,1.689,48.4,0.1,5,
3240,274,1.689,48.4,0.1,8,
3241,279,1.69,48.4,0.1,7,
3242,279,1.691,48.4,0.1,8,
3243,263,1.691,48.4,0.1,5,
3244,266,1.689,48.4,0.1,5,
3245,264,1.689,48.4,0.1,3,
3246,267,1.688,48.4,0.1,5,
3247,255,1.689,48.4,0.1,3,
3248,255,1.689,48.4,0.1,4,
3249,255,1.689,48.4,0.1,3,
3250,266,1.681,48.4,0.1,7,
3251,251,1.687,48.4,0.1,2,
3252,255,1.697,48.4,0.1,2,
3253,259,1.687,48.4,0.1,4,
3254,264,1.696,48.4,0.1,3,
3255,249,1.687,48.4,0.1,1,
3256,254,1.691,48.4,0.1,2,
3257,252,1.691,48.4,0.1,1,
3258,249,1.689,48.4,0.1,1,
3259,245,1.689,48.4,0.1,0,
3260,258,1.696,48.4,0.1,3,
3261,252,1.69,48.4,0.1,1,
3262,255,1.696,48.4,0.1,2,
3263,250,1.697,48.4,0.1,1,
3264,244,1.702,48.4,0.1,0,
3265,253,1.703,48.4,0.1,1,
3266,243,1.715,48.4,0.1,0,
3267,237,1.712,48.4,0.1,0,
3268,244,1.7,48.4,0.1,0,
3269,237,1.69,48.4,0.1,0,
3270,244,1.689,48.4,0.1,0,
3271,245,1.688,48.4,0.1,0,
3272,231,1.684,48.4,0.1,0,
3273,232,1.69,48.4,0.1,0,
3274,239,1.696,48.4,0.1,0,
3275,241,1.691,48.4,0.1,0,
3276,237,1.688,48.4,0.1,0,
3277,233,1.685,48.4,0.1,0,
3278,235,1.688,48.4,0.1,0,
3279,239,1.686,48.4,0.1,0,
3280,235,1.688,48.4,0.1,0,
3281,227,1.688,48.4,0.1,0,
3282,235,1.682,48.4,0.1,0,
3283,221,1.682,48.4,0.1,0,
3284,231,1.692,48.4,0.1,0,
3285,224,1.691,48.4,0.1,0,
3286,235,1.691,48.4,0.1,0,
3287,229,1.692,48.4,0.1,0,
3288,227,1.692,48.4,0.1,0,
3289,222,1.698,48.4,0.1,0,
3290,219,1.698,48.4,0.1,0,
3291,215,1.698,48.4,0.1,0,
3292,213,1.699,48.4,0.1,0,
3293,228,1.699,48.4,0.1,0,
3294,225,1.698,48.4,0.1,0,
3295,218,1.7,48.4,0.1,0,
3296,223,1.7,48.4,0.1,0,
3297,208,1.7,48.4,0.1,0,
3298,218,1.7,48.4,0.1,0,
3299,222,1.689,48.4,0.1,0,
3300,210,1.683,48.4,0.1,0,
3301,218,1.689,48.4,0.1,0,
3302,209,1.683,48.4,0.1,0,
3303,212,1.687,48.4,0.1,0,
3304,214,1.687,48.4,0.1,0,
3305,278,1.681,48.4,0.1,8,
3306,205,1.681,48.4,0.1,0,
3307,211,1.698,48.4,0.1,0,
3308,280,1.697,48.4,0.1,8,
3309,206,1.695,48.4,0.1,0,
3310,202,1.695,48.4,0.1,0,
3311,210,1.692,48.4,0.1,0,
3312,200,1.696,48.4,0.1,0,
3313,206,1.699,48.4,0.1,0,
3314,278,1.691,48.4,0.1,8,
3315,206,1.697,48.4,0.1,0,
3316,275,1.697,48.4,0.1,8,
3317,201,1.686,48.1,0.1,0,
3318,266,1.689,48.1,0.1,5,
3319,277,1.683,48.1,0.1,7,
3320,266,1.682,48.1,0.1,6,
3321,270,1.682,48.1,0.1,6,
3322,280,1.687,48.1,0.1,9,
3323,263,1.682,48.1,0.1,5,
3324,262,1.682,48.1,0.1,5,
3325,264,1.68,48.1,0.1,6,
3326,258,1.682,48.1,0.1,4,
3327,274,1.68,48.1,0.1,8,
3328,259,1.681,48.1,0.1,4,
3329,270,1.679,48.1,0.1,6,
3330,268,1.679,48.1,0.1,7,
3331,263,1.687,48.1,0.1,5,
3332,255,1.698,48.1,0.1,1,
3333,259,1.699,48.1,0.1,2,
3334,254,1.679,48.1,0.1,4,
3335,248,1.679,48.1,0.1,2,
3336,250,1.703,48.1,0.1,1,
3337,255,1.702,48.1,0.1,1,
3338,248,1.698,48.1,0.1,0,
3339,258,1.7,48.1,0.1,2,
3340,262,1.698,48.1,0.1,3,
3341,255,1.697,48.1,0.1,1,
3342,254,1.697,48.1,0.1,2,
3343,243,1.705,48.1,0.1,0,
3344,256,1.696,48.1,0.1,2,
3345,244,1.687,48.1,0.1,0,
3346,237,1.687,48.1,0.1,0,
3347,246,1.688,48.1,0.1,0,
3348,248,1.688,48.1,0.1,1,
3349,238,1.688,48.1,0.1,0,
3350,238,1.688,48.1,0.1,0,
3351,245,1.688,48.1,0.1,0,
3352,236,1.688,48.1,0.1,0,
3353,235,1.688,48.1,0.1,0,
3354,235,1.697,48.1,0.1,0,
3355,229,1.703,48.1,0.1,0,
3356,244,1.702,48.1,0.1,0,
3357,229,1.688,48.1,0.1,0,
3358,241,1.688,48.1,0.1,0,
3359,226,1.685,48.1,0.1,0,
3360,227,1.686,48.1,0.1,0,
3361,227,1.686,48.1,0.1,0,
3362,236,1.691,48.1,0.1,0,
